sensor_id,location_name,datetime_utc,value
7978166,State Dept of Environmental Conservation,2024-03-07T22:00:00Z,1.772767851750056
7978166,State Dept of Environmental Conservation,2024-03-07T23:00:00Z,2.1755952338377633
7978166,State Dept of Environmental Conservation,2024-03-08T00:00:00Z,1.9297619064648945
7978166,State Dept of Environmental Conservation,2024-03-08T01:00:00Z,1.3619047502676647
7978166,State Dept of Environmental Conservation,2024-03-08T02:00:00Z,1.4450892905394237
7978166,State Dept of Environmental Conservation,2024-03-08T03:00:00Z,1.651785711447398
7978166,State Dept of Environmental Conservation,2024-03-08T04:00:00Z,1.8476190567016602
7978166,State Dept of Environmental Conservation,2024-03-08T05:00:00Z,1.4813987811406453
7978166,State Dept of Environmental Conservation,2024-03-08T06:00:00Z,1.1587797751029332
7978166,State Dept of Environmental Conservation,2024-03-08T07:00:00Z,0.938095231850942
7978166,State Dept of Environmental Conservation,2024-03-08T08:00:00Z,0.8748511920372645
7978166,State Dept of Environmental Conservation,2024-03-08T09:00:00Z,1.2834821492433548
7978166,State Dept of Environmental Conservation,2024-03-08T10:00:00Z,1.7011905014514923
7978166,State Dept of Environmental Conservation,2024-03-08T11:00:00Z,2.4930059711138406
7978166,State Dept of Environmental Conservation,2024-03-08T12:00:00Z,1.5380952457586925
7978166,State Dept of Environmental Conservation,2024-03-08T13:00:00Z,1.2494047631820042
7978166,State Dept of Environmental Conservation,2024-03-08T14:00:00Z,1.1309523830811183
7978166,State Dept of Environmental Conservation,2024-03-08T15:00:00Z,0.8690476268529892
7978166,State Dept of Environmental Conservation,2024-03-08T16:00:00Z,0.5927083467443784
7978166,State Dept of Environmental Conservation,2024-03-08T17:00:00Z,0.3965773855646451
7978166,State Dept of Environmental Conservation,2024-03-08T18:00:00Z,0.5937500012417635
7978166,State Dept of Environmental Conservation,2024-03-08T19:00:00Z,0.738095243771871
7978166,State Dept of Environmental Conservation,2024-03-08T20:00:00Z,1.3397321303685505
7978166,State Dept of Environmental Conservation,2024-03-08T21:00:00Z,1.1748512039581935
7978166,State Dept of Environmental Conservation,2024-03-08T22:00:00Z,1.4392856905857723
7978166,State Dept of Environmental Conservation,2024-03-08T23:00:00Z,2.5450892746448517
7978166,State Dept of Environmental Conservation,2024-03-09T00:00:00Z,2.0501488149166107
7978166,State Dept of Environmental Conservation,2024-03-09T01:00:00Z,1.523809512456258
7978166,State Dept of Environmental Conservation,2024-03-09T02:00:00Z,1.2178571422894795
7978166,State Dept of Environmental Conservation,2024-03-09T03:00:00Z,0.9474206417798996
7978166,State Dept of Environmental Conservation,2024-03-09T04:00:00Z,0.668303574124972
7978166,State Dept of Environmental Conservation,2024-03-09T05:00:00Z,0.5068750033775965
7978166,State Dept of Environmental Conservation,2024-03-09T06:00:00Z,0.34211310495932895
7978166,State Dept of Environmental Conservation,2024-03-09T07:00:00Z,0.37113095447421074
7978166,State Dept of Environmental Conservation,2024-03-09T08:00:00Z,0.38705358157555264
7978166,State Dept of Environmental Conservation,2024-03-09T09:00:00Z,0.3894345350563526
7978166,State Dept of Environmental Conservation,2024-03-09T10:00:00Z,0.3565476251145204
7978166,State Dept of Environmental Conservation,2024-03-09T11:00:00Z,0.40520834426085156
7978166,State Dept of Environmental Conservation,2024-03-09T12:00:00Z,0.3894345313310623
7978166,State Dept of Environmental Conservation,2024-03-09T13:00:00Z,0.600000012665987
7978166,State Dept of Environmental Conservation,2024-03-09T14:00:00Z,0.7056547726194063
7978166,State Dept of Environmental Conservation,2024-03-09T15:00:00Z,0.9529761870702108
7978166,State Dept of Environmental Conservation,2024-03-09T16:00:00Z,1.2321428656578064
7978166,State Dept of Environmental Conservation,2024-03-09T17:00:00Z,1.7215773661931355
7978166,State Dept of Environmental Conservation,2024-03-09T18:00:00Z,1.9138392806053162
7970982,State Dept of Environmental Conservation,2024-03-06T16:00:00Z,15.670386791229248
7970982,State Dept of Environmental Conservation,2024-03-06T17:00:00Z,17.491666793823242
7970982,State Dept of Environmental Conservation,2024-03-06T18:00:00Z,10.493006030718485
7970982,State Dept of Environmental Conservation,2024-03-06T19:00:00Z,11.668571472167969
7970982,State Dept of Environmental Conservation,2024-03-06T20:00:00Z,15.057143211364746
7970982,State Dept of Environmental Conservation,2024-03-06T21:00:00Z,8.671428680419922
7970982,State Dept of Environmental Conservation,2024-03-06T22:00:00Z,3.762500047683716
7970982,State Dept of Environmental Conservation,2024-03-06T23:00:00Z,1.6428571939468384
7970982,State Dept of Environmental Conservation,2024-03-07T00:00:00Z,1.600000023841858
7970982,State Dept of Environmental Conservation,2024-03-07T01:00:00Z,2.328571319580078
7970982,State Dept of Environmental Conservation,2024-03-07T02:00:00Z,2.0428571701049805
7970982,State Dept of Environmental Conservation,2024-03-07T03:00:00Z,2.3142857551574707
7970982,State Dept of Environmental Conservation,2024-03-07T04:00:00Z,2.2874999046325684
