location_name,date,pm25,pm10,pm1
Near Bay 50 St,2024-10-12T21:00:00Z,12.467358350753784,15.708333333333334,9.083333333333334
Near Bay 50 St,2024-10-12T22:00:00Z,7.295416792233785,7.833333333333333,4.791666666666667
Near Bay 50 St,2024-10-12T23:00:00Z,6.115167538324992,5.833333333333333,3.7916666666666665
Near Bay 50 St,2024-10-13T00:00:00Z,7.610326051712036,8.583333333333334,5.666666666666667
Near Bay 50 St,2024-10-13T01:00:00Z,7.326568325360616,7.916666666666667,5.083333333333333
Near Bay 50 St,2024-10-13T02:00:00Z,6.894363323847453,7.125,4.666666666666667
Near Bay 50 St,2024-10-13T03:00:00Z,6.606635093688965,7.0,4.416666666666667
Near Bay 50 St,2024-10-13T04:00:00Z,7.955780029296875,9.791666666666666,6.041666666666667
Near Bay 50 St,2024-10-13T05:00:00Z,7.921168327331543,10.208333333333334,6.333333333333333
Near Bay 50 St,2024-10-13T06:00:00Z,6.029590050379436,6.0,3.458333333333333
Near Bay 50 St,2024-10-13T07:00:00Z,5.181869149208069,4.833333333333333,3.333333333333333
Near Bay 50 St,2024-10-13T08:00:00Z,4.821210026741028,4.75,3.083333333333333
Near Bay 50 St,2024-10-13T09:00:00Z,4.473875780900319,4.25,2.7916666666666665
Near Bay 50 St,2024-10-13T10:00:00Z,7.07782514890035,10.25,6.625
Near Bay 50 St,2024-10-13T11:00:00Z,4.681322534879048,4.625,2.875
Near Bay 50 St,2024-10-13T12:00:00Z,4.715923547744751,4.263888895511627,2.402777781089147
Near Bay 50 St,2024-10-13T13:00:00Z,3.815644164880117,2.833333333333333,1.7083333333333333
Near Bay 50 St,2024-10-13T14:00:00Z,3.3964033722877502,2.75,1.5
Near Bay 50 St,2024-10-13T15:00:00Z,3.4488766392072043,2.458333333333333,1.375
Near Bay 50 St,2024-10-13T16:00:00Z,4.145633300145467,4.75,3.083333333333333
Near Bay 50 St,2024-10-13T17:00:00Z,5.350225845972697,6.791666666666667,4.375
Near Bay 50 St,2024-10-13T18:00:00Z,7.347945769627889,13.416666666666666,8.958333333333334
Near Bay 50 St,2024-10-13T19:00:00Z,9.314893444379171,15.75,10.833333333333334
PS 19,2016-03-10T07:00:00Z,15.1,,
PS 19,2016-03-10T08:00:00Z,15.0,,
PS 19,2016-03-11T15:00:00Z,-0.2,,
PS 19,2016-03-11T16:00:00Z,1.2,,
PS 19,2016-03-11T17:00:00Z,1.8,,
PS 19,2016-03-11T18:00:00Z,2.0,,
PS 19,2016-03-11T20:00:00Z,2.3,,
PS 19,2016-03-11T21:00:00Z,3.9,,
PS 19,2016-03-11T22:00:00Z,2.6,,
PS 19,2016-03-11T23:00:00Z,6.6,,
PS 19,2016-03-12T00:00:00Z,5.8,,
PS 19,2016-03-12T01:00:00Z,5.3,,
PS 19,2016-03-12T02:00:00Z,5.1,,
PS 19,2016-03-12T03:00:00Z,4.7,,
PS 19,2016-03-12T04:00:00Z,3.2,,
PS 19,2016-03-12T05:00:00Z,2.3,,
PS 19,2016-03-12T06:00:00Z,1.2,,
PS 19,2016-03-12T07:00:00Z,0.6,,
PS 19,2016-03-12T08:00:00Z,1.8,,
PS 19,2016-03-12T09:00:00Z,0.7,,
PS 19,2016-03-12T10:00:00Z,1.4,,
PS 19,2016-03-12T11:00:00Z,1.4,,
PS 19,2016-03-12T12:00:00Z,0.6,,
PS 19,2016-03-12T13:00:00Z,4.7,,
PS 19,2016-03-12T14:00:00Z,3.9,,
PS 19,2016-03-12T15:00:00Z,1.2,,
PS 19,2016-03-12T16:00:00Z,0.4,,
PS 19,2016-03-12T17:00:00Z,2.4,,
PS 19,2016-03-12T18:00:00Z,3.2,,
PS 19,2016-03-12T19:00:00Z,5.7,,
PS 19,2016-03-12T20:00:00Z,6.6,,
PS 19,2016-03-12T21:00:00Z,6.1,,
PS 19,2016-03-12T22:00:00Z,8.5,,
PS 19,2016-03-12T23:00:00Z,10.3,,
PS 19,2016-03-13T00:00:00Z,10.9,,
PS 19,2016-03-13T01:00:00Z,10.5,,
PS 19,2016-03-13T02:00:00Z,10.3,,
PS 19,2016-03-13T03:00:00Z,9.4,,
PS 19,2016-03-13T04:00:00Z,9.5,,
PS 19,2016-03-13T05:00:00Z,8.7,,
PS 19,2016-03-13T06:00:00Z,7.9,,
PS 19,2016-03-13T07:00:00Z,9.0,,
PS 19,2016-03-13T08:00:00Z,9.3,,
PS 19,2016-03-13T09:00:00Z,10.1,,
PS 19,2016-03-13T10:00:00Z,11.3,,
PS 19,2016-03-13T11:00:00Z,10.0,,
PS 19,2016-03-13T12:00:00Z,4.0,,
PS 19,2016-03-13T13:00:00Z,3.4,,
PS 19,2016-03-13T14:00:00Z,2.4,,
PS 19,2016-03-13T15:00:00Z,3.3,,
PS 19,2016-03-13T16:00:00Z,4.4,,
PS 19,2016-03-13T17:00:00Z,8.9,,
PS 19,2016-03-13T18:00:00Z,5.5,,
PS 19,2016-03-13T19:00:00Z,6.2,,
PS 19,2016-03-13T20:00:00Z,6.2,,
PS 19,2016-03-16T17:00:00Z,7.1,,
PS 19,2016-03-22T07:00:00Z,5.2,,
PS 19,2016-03-22T08:00:00Z,6.0,,
PS 19,2016-03-22T09:00:00Z,5.2,,
PS 19,2016-03-22T10:00:00Z,6.0,,
PS 19,2016-03-22T11:00:00Z,6.0,,
PS 19,2016-03-23T03:00:00Z,7.4,,
PS 19,2016-03-23T04:00:00Z,4.7,,
PS 19,2016-03-23T17:00:00Z,9.6,,
PS 19,2016-03-23T18:00:00Z,10.0,,
PS 19,2016-03-23T20:00:00Z,9.6,,
PS 19,2016-03-23T21:00:00Z,10.2,,
PS 19,2016-03-23T22:00:00Z,12.4,,
PS 19,2016-03-23T23:00:00Z,21.2,,
PS 19,2016-03-24T01:00:00Z,27.4,,
PS 19,2016-03-24T02:00:00Z,31.9,,
PS 19,2016-03-24T03:00:00Z,15.7,,
PS 19,2016-03-24T04:00:00Z,9.0,,
PS 19,2016-03-24T05:00:00Z,11.8,,
PS 19,2016-03-24T06:00:00Z,11.7,,
PS 19,2016-03-24T07:00:00Z,9.9,,
PS 19,2016-03-24T08:00:00Z,7.6,,
PS 19,2016-03-24T09:00:00Z,8.5,,
PS 19,2016-03-24T10:00:00Z,19.4,,
PS 19,2016-03-24T11:00:00Z,12.2,,
PS 19,2016-03-25T00:00:00Z,17.4,,
PS 19,2016-03-25T01:00:00Z,19.3,,
PS 19,2016-03-25T02:00:00Z,15.0,,
PS 19,2016-03-25T03:00:00Z,15.1,,
PS 19,2016-03-25T04:00:00Z,13.6,,
PS 19,2016-03-25T05:00:00Z,10.3,,
PS 19,2016-03-25T06:00:00Z,9.8,,
PS 19,2016-03-25T07:00:00Z,10.8,,
PS 19,2016-03-25T08:00:00Z,10.4,,
PS 19,2016-03-25T09:00:00Z,11.3,,
PS 19,2016-03-25T10:00:00Z,12.1,,
PS 19,2016-03-25T11:00:00Z,16.8,,
PS 19,2016-03-25T12:00:00Z,11.0,,
PS 19,2016-03-25T13:00:00Z,10.2,,
PS 19,2016-03-25T14:00:00Z,12.6,,
PS 19,2016-03-25T15:00:00Z,13.9,,
PS 19,2016-03-26T14:00:00Z,4.3,,
PS 19,2016-03-26T15:00:00Z,3.8,,
PS 19,2016-03-26T16:00:00Z,3.5,,
PS 19,2016-03-26T17:00:00Z,4.7,,
PS 19,2016-03-26T18:00:00Z,6.9,,
PS 19,2016-03-26T19:00:00Z,6.9,,
PS 19,2016-03-26T20:00:00Z,5.9,,
PS 19,2016-03-26T21:00:00Z,6.5,,
PS 19,2016-03-26T22:00:00Z,6.7,,
PS 19,2016-03-26T23:00:00Z,7.5,,
PS 19,2016-03-27T00:00:00Z,8.8,,
PS 19,2016-03-27T01:00:00Z,5.9,,
PS 19,2016-03-27T02:00:00Z,5.8,,
PS 19,2016-03-27T03:00:00Z,3.6,,
PS 19,2016-03-27T22:00:00Z,4.0,,
PS 19,2016-03-27T23:00:00Z,4.2,,
PS 19,2016-03-28T00:00:00Z,5.5,,
PS 19,2016-03-28T01:00:00Z,2.6,,
PS 19,2016-03-28T02:00:00Z,1.2,,
PS 19,2016-03-28T03:00:00Z,0.4,,
PS 19,2016-03-28T04:00:00Z,-2.2,,
PS 19,2016-03-28T05:00:00Z,0.7,,
PS 19,2016-03-28T06:00:00Z,0.1,,
PS 19,2016-03-28T22:00:00Z,2.6,,
PS 19,2016-03-28T23:00:00Z,4.7,,
PS 19,2016-03-30T05:00:00Z,4.9,,
PS 19,2016-03-30T06:00:00Z,5.2,,
PS 19,2016-03-30T07:00:00Z,2.6,,
PS 19,2016-03-30T08:00:00Z,4.7,,
PS 19,2016-03-30T09:00:00Z,4.4,,
PS 19,2016-03-30T16:00:00Z,1.2,,
PS 19,2016-03-30T17:00:00Z,3.1,,
PS 19,2016-03-31T08:00:00Z,8.0,,
PS 19,2016-03-31T10:00:00Z,6.7,,
PS 19,2016-03-31T11:00:00Z,5.3,,
PS 19,2016-03-31T12:00:00Z,4.9,,
PS 19,2016-03-31T13:00:00Z,5.4,,
PS 19,2016-03-31T14:00:00Z,6.0,,
PS 19,2016-03-31T15:00:00Z,6.8,,
PS 19,2016-03-31T16:00:00Z,8.1,,
PS 19,2016-04-01T04:00:00Z,9.8,,
PS 19,2016-04-01T05:00:00Z,6.8,,
PS 19,2016-04-01T06:00:00Z,7.8,,
PS 19,2016-04-01T07:00:00Z,7.1,,
PS 19,2016-04-01T08:00:00Z,6.2,,
PS 19,2016-04-01T09:00:00Z,4.6,,
PS 19,2016-04-01T10:00:00Z,9.0,,
PS 19,2016-04-01T11:00:00Z,9.0,,
PS 19,2016-04-01T12:00:00Z,8.2,,
PS 19,2016-04-01T13:00:00Z,11.3,,
PS 19,2016-04-01T14:00:00Z,14.1,,
PS 19,2016-04-01T15:00:00Z,15.8,,
PS 19,2016-04-01T16:00:00Z,9.8,,
PS 19,2016-04-01T17:00:00Z,6.3,,
PS 19,2016-04-01T18:00:00Z,3.9,,
PS 19,2016-04-01T22:00:00Z,13.1,,
PS 19,2016-04-01T23:00:00Z,15.2,,
PS 19,2016-04-02T00:00:00Z,15.3,,
PS 19,2016-04-02T01:00:00Z,15.5,,
PS 19,2016-04-02T02:00:00Z,10.8,,
PS 19,2016-04-02T12:00:00Z,7.6,,
PS 19,2016-04-02T13:00:00Z,5.7,,
PS 19,2016-04-02T14:00:00Z,5.0,,
PS 19,2016-04-02T15:00:00Z,-0.8,,
PS 19,2016-04-02T16:00:00Z,1.4,,
PS 19,2016-04-02T17:00:00Z,-0.2,,
PS 19,2016-04-02T18:00:00Z,1.0,,
PS 19,2016-04-02T19:00:00Z,1.7,,
PS 19,2016-04-03T12:00:00Z,1.7,,
PS 19,2016-04-09T18:00:00Z,11.8,,
PS 19,2016-05-12T05:00:00Z,14.2,,
PS 19,2016-05-12T08:00:00Z,19.3,,
PS 19,2016-05-21T06:00:00Z,4.3,,
PS 19,2016-06-09T19:00:00Z,2.0,,
PS 19,2016-06-17T14:00:00Z,17.2,,
PS 19,2016-06-17T16:00:00Z,13.7,,
PS 19,2016-06-17T17:00:00Z,8.0,,
PS 19,2016-06-17T20:00:00Z,-2.0,,
PS 19,2016-06-19T20:00:00Z,8.6,,
PS 19,2016-06-19T21:00:00Z,7.0,,
PS 19,2016-08-04T02:00:00Z,10.8,,
PS 19,2016-08-04T03:00:00Z,7.3,,
PS 19,2016-08-04T04:00:00Z,4.9,,
PS 19,2016-08-04T05:00:00Z,4.9,,
PS 19,2016-08-04T06:00:00Z,4.6,,
PS 19,2016-08-04T07:00:00Z,5.1,,
PS 19,2016-08-04T08:00:00Z,5.0,,
PS 19,2016-08-04T09:00:00Z,6.2,,
PS 19,2016-08-04T10:00:00Z,10.3,,
PS 19,2016-08-04T11:00:00Z,12.6,,
PS 19,2016-08-04T12:00:00Z,12.4,,
PS 19,2016-08-04T13:00:00Z,12.9,,
PS 19,2016-08-04T14:00:00Z,10.4,,
PS 19,2016-08-04T15:00:00Z,7.4,,
PS 19,2016-08-04T16:00:00Z,5.5,,
PS 19,2016-08-04T17:00:00Z,6.1,,
PS 19,2016-08-04T18:00:00Z,4.8,,
PS 19,2016-08-04T19:00:00Z,5.5,,
PS 19,2016-08-04T20:00:00Z,5.1,,
PS 19,2016-08-04T22:00:00Z,4.3,,
PS 19,2016-08-05T16:00:00Z,7.9,,
PS 19,2016-08-05T18:00:00Z,8.5,,
PS 19,2016-08-08T08:00:00Z,4.5,,
PS 19,2016-08-19T02:00:00Z,9.2,,
PS 19,2016-08-19T22:00:00Z,11.3,,
PS 19,2016-08-20T02:00:00Z,8.8,,
PS 19,2016-08-20T06:00:00Z,12.6,,
PS 19,2016-08-20T15:00:00Z,13.5,,
PS 19,2016-08-20T16:00:00Z,9.2,,
PS 19,2016-08-22T04:00:00Z,-2.0,,
PS 19,2016-08-22T16:00:00Z,0.2,,
PS 19,2016-08-25T16:00:00Z,6.1,,
PS 19,2016-08-27T16:00:00Z,7.0,,
PS 19,2016-08-28T00:00:00Z,10.7,,
PS 19,2016-08-28T13:00:00Z,-0.6,,
PS 19,2016-08-28T15:00:00Z,0.2,,
PS 19,2016-08-30T00:00:00Z,7.3,,
PS 19,2016-08-30T01:00:00Z,3.5,,
PS 19,2016-08-31T13:00:00Z,11.2,,
PS 19,2016-08-31T15:00:00Z,8.7,,
PS 19,2016-09-01T12:00:00Z,13.0,,
PS 19,2016-09-01T17:00:00Z,12.6,,
PS 19,2016-09-01T19:00:00Z,9.5,,
PS 19,2016-09-01T22:00:00Z,14.6,,
PS 19,2016-09-03T11:00:00Z,5.1,,
PS 19,2016-09-03T13:00:00Z,4.0,,
PS 19,2016-09-03T15:00:00Z,4.0,,
PS 19,2016-09-03T16:00:00Z,4.6,,
PS 19,2016-09-03T19:00:00Z,3.2,,
PS 19,2016-09-03T21:00:00Z,6.1,,
PS 19,2016-09-04T02:00:00Z,9.9,,
PS 19,2016-09-04T03:00:00Z,10.0,,
PS 19,2016-09-04T04:00:00Z,6.3,,
PS 19,2016-09-04T05:00:00Z,7.4,,
PS 19,2016-09-04T06:00:00Z,4.1,,
PS 19,2016-09-04T14:00:00Z,2.8,,
PS 19,2016-09-04T16:00:00Z,2.2,,
PS 19,2016-09-04T21:00:00Z,8.6,,
PS 19,2016-09-04T23:00:00Z,13.1,,
PS 19,2016-09-05T14:00:00Z,6.0,,
PS 19,2016-09-05T16:00:00Z,5.2,,
PS 19,2016-09-05T23:00:00Z,9.2,,
PS 19,2016-09-06T08:00:00Z,2.8,,
PS 19,2016-09-06T22:00:00Z,11.0,,
PS 19,2016-09-07T05:00:00Z,-0.1,,
PS 19,2016-09-07T10:00:00Z,3.7,,
PS 19,2016-09-07T16:00:00Z,10.3,,
PS 19,2016-09-08T06:00:00Z,6.0,,
PS 19,2016-09-08T13:00:00Z,14.8,,
PS 19,2016-09-09T01:00:00Z,25.1,,
PS 19,2016-09-10T21:00:00Z,19.6,,
PS 19,2016-09-11T05:00:00Z,10.6,,
PS 19,2016-09-11T19:00:00Z,-1.4,,
PS 19,2016-09-12T15:00:00Z,3.7,,
PS 19,2016-09-15T11:00:00Z,1.5,,
PS 19,2016-09-15T15:00:00Z,6.7,,
PS 19,2016-09-16T09:00:00Z,1.1,,
PS 19,2016-09-17T01:00:00Z,2.3,,
PS 19,2016-09-19T09:00:00Z,3.3,,
PS 19,2016-09-29T17:00:00Z,4.1,,
PS 19,2016-09-29T20:00:00Z,5.7,,
PS 19,2016-09-29T21:00:00Z,6.9,,
PS 19,2016-09-29T22:00:00Z,7.7,,
PS 19,2016-09-29T23:00:00Z,9.4,,
PS 19,2016-09-30T00:00:00Z,8.7,,
PS 19,2016-09-30T01:00:00Z,7.8,,
PS 19,2016-09-30T02:00:00Z,4.9,,
PS 19,2016-09-30T03:00:00Z,3.6,,
PS 19,2016-09-30T04:00:00Z,2.6,,
PS 19,2016-09-30T06:00:00Z,0.3,,
PS 19,2016-09-30T07:00:00Z,1.7,,
PS 19,2016-09-30T08:00:00Z,2.3,,
PS 19,2016-09-30T09:00:00Z,2.0,,
PS 19,2016-09-30T10:00:00Z,3.3,,
PS 19,2016-09-30T11:00:00Z,2.9,,
PS 19,2016-09-30T12:00:00Z,4.6,,
PS 19,2016-09-30T13:00:00Z,3.8,,
PS 19,2016-09-30T14:00:00Z,5.1,,
PS 19,2016-09-30T15:00:00Z,7.1,,
PS 19,2016-09-30T16:00:00Z,8.0,,
PS 19,2016-09-30T18:00:00Z,8.4,,
PS 19,2016-09-30T19:00:00Z,5.4,,
PS 19,2016-09-30T21:00:00Z,4.8,,
PS 19,2016-09-30T22:00:00Z,8.0,,
PS 19,2016-09-30T23:00:00Z,8.5,,
PS 19,2016-10-01T00:00:00Z,15.8,,
PS 19,2016-10-01T01:00:00Z,9.3,,
PS 19,2016-10-01T02:00:00Z,6.6,,
PS 19,2016-10-01T03:00:00Z,1.4,,
PS 19,2016-10-01T05:00:00Z,0.9,,
PS 19,2016-10-01T06:00:00Z,0.0,,
PS 19,2016-10-01T07:00:00Z,-1.5,,
PS 19,2016-10-01T09:00:00Z,0.0,,
PS 19,2016-10-01T10:00:00Z,-0.3,,
PS 19,2016-10-01T11:00:00Z,0.2,,
PS 19,2016-10-01T12:00:00Z,1.3,,
PS 19,2016-10-01T14:00:00Z,3.7,,
PS 19,2016-10-01T15:00:00Z,3.2,,
PS 19,2016-10-01T16:00:00Z,3.3,,
PS 19,2016-10-01T19:00:00Z,4.4,,
PS 19,2016-10-01T20:00:00Z,3.7,,
PS 19,2016-10-01T22:00:00Z,8.7,,
PS 19,2016-10-01T23:00:00Z,9.9,,
PS 19,2016-10-02T00:00:00Z,6.6,,
PS 19,2016-10-02T02:00:00Z,5.5,,
PS 19,2016-10-02T04:00:00Z,2.2,,
PS 19,2016-10-02T05:00:00Z,2.0,,
PS 19,2016-10-02T07:00:00Z,0.7,,
PS 19,2016-10-02T09:00:00Z,0.3,,
PS 19,2016-10-02T10:00:00Z,0.9,,
PS 19,2016-10-02T12:00:00Z,2.2,,
PS 19,2016-10-02T13:00:00Z,2.5,,
PS 19,2016-10-02T14:00:00Z,3.5,,
PS 19,2016-10-02T15:00:00Z,6.3,,
PS 19,2016-10-02T16:00:00Z,5.1,,
PS 19,2016-10-02T18:00:00Z,8.9,,
PS 19,2016-10-02T20:00:00Z,10.8,,
PS 19,2016-10-02T22:00:00Z,11.0,,
PS 19,2016-10-02T23:00:00Z,13.8,,
PS 19,2016-10-03T01:00:00Z,13.1,,
PS 19,2016-10-03T03:00:00Z,10.0,,
PS 19,2016-10-03T04:00:00Z,9.3,,
PS 19,2016-10-03T05:00:00Z,10.0,,
PS 19,2016-10-03T07:00:00Z,7.9,,
PS 19,2016-10-03T10:00:00Z,5.8,,
PS 19,2016-10-03T13:00:00Z,8.2,,
PS 19,2016-10-03T14:00:00Z,40.5,,
PS 19,2016-10-03T18:00:00Z,8.4,,
PS 19,2016-10-03T19:00:00Z,11.1,,
PS 19,2016-10-03T20:00:00Z,14.6,,
PS 19,2016-10-03T21:00:00Z,10.2,,
PS 19,2016-10-03T22:00:00Z,15.3,,
PS 19,2016-10-03T23:00:00Z,15.7,,
PS 19,2016-10-04T02:00:00Z,19.2,,
PS 19,2016-10-04T04:00:00Z,17.0,,
PS 19,2016-10-04T05:00:00Z,17.8,,
PS 19,2016-10-04T10:00:00Z,3.3,,
PS 19,2016-10-04T14:00:00Z,10.0,,
PS 19,2016-10-04T18:00:00Z,4.4,,
PS 19,2016-10-04T20:00:00Z,4.5,,
PS 19,2016-10-04T23:00:00Z,10.9,,
PS 19,2016-10-05T01:00:00Z,13.2,,
PS 19,2016-10-05T02:00:00Z,8.1,,
PS 19,2016-10-05T04:00:00Z,3.0,,
PS 19,2016-10-05T11:00:00Z,6.4,,
PS 19,2016-10-05T16:00:00Z,5.8,,
PS 19,2016-10-05T18:00:00Z,5.8,,
PS 19,2016-10-05T20:00:00Z,6.2,,
PS 19,2016-10-05T22:00:00Z,13.0,,
PS 19,2016-10-06T01:00:00Z,9.0,,
PS 19,2016-10-06T02:00:00Z,9.4,,
PS 19,2016-10-06T03:00:00Z,8.0,,
PS 19,2016-10-06T09:00:00Z,5.0,,
PS 19,2016-10-06T15:00:00Z,9.0,,
PS 19,2016-10-06T18:00:00Z,12.3,,
PS 19,2016-10-06T22:00:00Z,9.0,,
PS 19,2016-10-06T23:00:00Z,8.8,,
PS 19,2016-10-07T10:00:00Z,15.4,,
PS 19,2016-10-07T16:00:00Z,13.7,,
PS 19,2016-10-08T08:00:00Z,4.0,,
PS 19,2016-10-08T13:00:00Z,9.5,,
PS 19,2016-10-09T05:00:00Z,4.1,,
PS 19,2016-10-09T19:00:00Z,4.8,,
PS 19,2016-10-09T20:00:00Z,5.3,,
PS 19,2016-10-09T23:00:00Z,8.8,,
PS 19,2016-10-10T00:00:00Z,4.1,,
PS 19,2016-10-10T17:00:00Z,0.9,,
PS 19,2016-10-11T20:00:00Z,5.1,,
PS 19,2016-10-12T01:00:00Z,8.9,,
PS 19,2016-10-12T02:00:00Z,7.0,,
PS 19,2016-10-14T15:00:00Z,3.2,,
PS 19,2016-10-19T22:00:00Z,6.6,,
PS 19,2016-10-20T12:00:00Z,7.2,,
PS 19,2016-10-20T13:00:00Z,6.5,,
PS 19,2016-10-26T01:00:00Z,7.1,,
PS 19,2016-10-26T14:00:00Z,-2.0,,
PS 19,2016-10-27T16:00:00Z,1.4,,
PS 19,2016-10-29T17:00:00Z,3.0,,
PS 19,2016-10-29T18:00:00Z,4.6,,
PS 19,2016-10-29T20:00:00Z,9.1,,
PS 19,2016-10-29T21:00:00Z,9.0,,
PS 19,2016-10-29T23:00:00Z,12.7,,
PS 19,2016-10-30T00:00:00Z,11.3,,
PS 19,2016-10-30T01:00:00Z,9.6,,
PS 19,2016-10-30T02:00:00Z,12.2,,
PS 19,2016-10-30T03:00:00Z,12.2,,
PS 19,2016-10-30T05:00:00Z,15.8,,
PS 19,2016-10-30T06:00:00Z,14.1,,
PS 19,2016-10-30T07:00:00Z,13.0,,
PS 19,2016-10-30T08:00:00Z,12.3,,
PS 19,2016-10-30T09:00:00Z,14.2,,
PS 19,2016-10-30T10:00:00Z,12.3,,
PS 19,2016-10-30T11:00:00Z,15.2,,
PS 19,2016-10-30T12:00:00Z,15.3,,
PS 19,2016-10-30T13:00:00Z,15.5,,
PS 19,2016-10-30T14:00:00Z,14.1,,
PS 19,2016-10-30T15:00:00Z,15.3,,
PS 19,2016-10-30T16:00:00Z,15.1,,
PS 19,2016-10-30T17:00:00Z,15.0,,
PS 19,2016-10-30T18:00:00Z,14.3,,
PS 19,2016-10-30T19:00:00Z,15.8,,
PS 19,2016-10-30T20:00:00Z,19.1,,
PS 19,2016-10-30T21:00:00Z,8.4,,
PS 19,2016-10-30T22:00:00Z,11.1,,
PS 19,2016-10-30T23:00:00Z,12.8,,
PS 19,2016-10-31T00:00:00Z,11.3,,
PS 19,2016-10-31T01:00:00Z,8.3,,
PS 19,2016-10-31T02:00:00Z,4.8,,
PS 19,2016-10-31T03:00:00Z,3.2,,
PS 19,2016-10-31T04:00:00Z,0.5,,
PS 19,2016-10-31T05:00:00Z,-0.5,,
PS 19,2016-10-31T06:00:00Z,-0.3,,
PS 19,2016-10-31T07:00:00Z,1.8,,
PS 19,2016-10-31T08:00:00Z,3.5,,
PS 19,2016-10-31T09:00:00Z,3.8,,
PS 19,2016-10-31T10:00:00Z,3.4,,
PS 19,2016-10-31T11:00:00Z,4.7,,
PS 19,2016-10-31T12:00:00Z,5.0,,
PS 19,2016-10-31T13:00:00Z,0.1,,
PS 19,2016-10-31T15:00:00Z,-1.3,,
PS 19,2016-10-31T19:00:00Z,2.1,,
PS 19,2016-10-31T20:00:00Z,2.4,,
PS 19,2016-10-31T21:00:00Z,6.9,,
PS 19,2016-10-31T23:00:00Z,7.6,,
PS 19,2016-11-01T01:00:00Z,9.3,,
PS 19,2016-11-01T02:00:00Z,8.6,,
PS 19,2016-11-01T04:00:00Z,5.2,,
PS 19,2016-11-01T05:00:00Z,2.8,,
PS 19,2016-11-01T08:00:00Z,3.9,,
PS 19,2016-11-01T09:00:00Z,4.9,,
PS 19,2016-11-01T10:00:00Z,9.4,,
PS 19,2016-11-01T14:00:00Z,9.8,,
PS 19,2016-11-01T18:00:00Z,-2.1,,
PS 19,2016-11-01T20:00:00Z,26.7,,
PS 19,2016-11-01T21:00:00Z,19.7,,
PS 19,2016-11-01T22:00:00Z,17.4,,
PS 19,2016-11-01T23:00:00Z,14.6,,
PS 19,2016-11-02T00:00:00Z,11.4,,
PS 19,2016-11-02T01:00:00Z,9.6,,
PS 19,2016-11-02T02:00:00Z,7.0,,
PS 19,2016-11-02T04:00:00Z,5.1,,
PS 19,2016-11-02T06:00:00Z,3.6,,
PS 19,2016-11-02T08:00:00Z,4.4,,
PS 19,2016-11-02T11:00:00Z,7.3,,
PS 19,2016-11-02T15:00:00Z,7.7,,
PS 19,2016-11-02T19:00:00Z,4.9,,
PS 19,2016-11-02T20:00:00Z,16.2,,
PS 19,2016-11-02T21:00:00Z,18.9,,
PS 19,2016-11-02T23:00:00Z,22.2,,
PS 19,2016-11-03T00:00:00Z,24.6,,
PS 19,2016-11-03T02:00:00Z,17.7,,
PS 19,2016-11-03T04:00:00Z,16.0,,
PS 19,2016-11-03T05:00:00Z,15.3,,
PS 19,2016-11-03T06:00:00Z,15.0,,
PS 19,2016-11-03T11:00:00Z,19.3,,
PS 19,2016-11-03T13:00:00Z,22.7,,
PS 19,2016-11-03T16:00:00Z,18.1,,
PS 19,2016-11-03T17:00:00Z,14.7,,
PS 19,2016-11-03T19:00:00Z,13.2,,
PS 19,2016-11-03T21:00:00Z,10.5,,
PS 19,2016-11-03T23:00:00Z,4.1,,
PS 19,2016-11-04T00:00:00Z,2.2,,
PS 19,2016-11-04T02:00:00Z,3.5,,
PS 19,2016-11-04T13:00:00Z,-2.0,,
PS 19,2016-11-04T19:00:00Z,-4.7,,
PS 19,2016-11-04T20:00:00Z,-4.2,,
PS 19,2016-11-04T22:00:00Z,0.8,,
PS 19,2016-11-05T03:00:00Z,1.1,,
PS 19,2016-11-05T13:00:00Z,-0.1,,
PS 19,2016-11-05T20:00:00Z,7.5,,
PS 19,2016-11-06T00:00:00Z,16.3,,
PS 19,2016-11-06T04:00:00Z,7.8,,
PS 19,2016-11-06T07:00:00Z,6.3,,
PS 19,2016-11-06T14:00:00Z,2.1,,
PS 19,2016-11-06T15:00:00Z,1.2,,
PS 19,2016-11-06T16:00:00Z,2.7,,
PS 19,2016-11-06T21:00:00Z,6.6,,
PS 19,2016-11-06T22:00:00Z,9.0,,
PS 19,2016-11-06T23:00:00Z,9.9,,
PS 19,2016-11-07T00:00:00Z,9.0,,
PS 19,2016-11-07T01:00:00Z,9.4,,
PS 19,2016-11-07T02:00:00Z,7.0,,
PS 19,2016-11-07T03:00:00Z,4.6,,
PS 19,2016-11-07T05:00:00Z,1.3,,
PS 19,2016-11-07T08:00:00Z,2.5,,
PS 19,2016-11-07T10:00:00Z,4.0,,
PS 19,2016-11-07T12:00:00Z,6.6,,
PS 19,2016-11-07T13:00:00Z,2.2,,
PS 19,2016-11-07T16:00:00Z,4.5,,
PS 19,2016-11-07T18:00:00Z,2.2,,
PS 19,2016-11-07T19:00:00Z,2.2,,
PS 19,2016-11-07T20:00:00Z,6.0,,
PS 19,2016-11-08T02:00:00Z,9.6,,
PS 19,2016-11-08T03:00:00Z,7.6,,
PS 19,2016-11-08T09:00:00Z,6.1,,
PS 19,2016-11-08T22:00:00Z,10.7,,
PS 19,2016-11-09T03:00:00Z,9.0,,
PS 19,2016-11-09T04:00:00Z,9.9,,
PS 19,2016-11-10T06:00:00Z,0.9,,
