location_name,date,pm25,pm10,pm1
Franklin Avenue,2023-08-08T23:00:00Z,4.964285671710968,,
Franklin Avenue,2023-08-09T00:00:00Z,10.12500003973643,,
Franklin Avenue,2023-08-09T01:00:00Z,13.776785771052042,,
Franklin Avenue,2023-08-09T03:00:00Z,13.18750007947286,,
Franklin Avenue,2023-08-09T04:00:00Z,13.477678696314491,,
Franklin Avenue,2023-08-09T05:00:00Z,13.901785771052042,,
Franklin Avenue,2023-08-09T06:00:00Z,13.590773741404217,,
Franklin Avenue,2023-08-09T07:00:00Z,13.648809432983398,,
Franklin Avenue,2023-08-09T08:00:00Z,15.985119104385376,,
Franklin Avenue,2023-08-09T09:00:00Z,18.653273741404217,,
Franklin Avenue,2023-08-09T10:00:00Z,18.120535532633465,,
Franklin Avenue,2023-08-09T11:00:00Z,16.034226179122925,,
Franklin Avenue,2023-08-09T12:00:00Z,15.665178457895914,,
Franklin Avenue,2023-08-09T13:00:00Z,16.933035850524902,,
Franklin Avenue,2023-08-09T14:00:00Z,18.79761902491252,,
Franklin Avenue,2023-08-09T15:00:00Z,23.934523741404217,,
Franklin Avenue,2023-08-09T16:00:00Z,30.94940455754598,,
Franklin Avenue,2023-08-09T17:00:00Z,36.7619047164917,,
Franklin Avenue,2023-08-09T18:00:00Z,31.7068452835083,,
Franklin Avenue,2023-08-09T19:00:00Z,25.33035691579183,,
Franklin Avenue,2023-08-09T20:00:00Z,25.322916666666668,,
Franklin Avenue,2023-08-09T21:00:00Z,23.82589292526245,,
Franklin Avenue,2023-08-09T22:00:00Z,25.00892845789592,,
Franklin Avenue,2023-08-09T23:00:00Z,23.48660723368327,,
Franklin Avenue,2023-08-10T00:00:00Z,18.934523741404217,,
Franklin Avenue,2023-08-10T01:00:00Z,22.291666666666668,,
Franklin Avenue,2023-08-10T02:00:00Z,18.2306547164917,,
Franklin Avenue,2023-08-10T03:00:00Z,17.36160691579183,,
Franklin Avenue,2023-08-10T04:00:00Z,18.61160723368327,,
Franklin Avenue,2023-08-10T05:00:00Z,18.541666507720947,,
Franklin Avenue,2023-08-10T06:00:00Z,19.6636905670166,,
Franklin Avenue,2023-08-10T07:00:00Z,20.1636905670166,,
Franklin Avenue,2023-08-10T09:00:00Z,18.47023804982503,,
Franklin Avenue,2023-08-10T10:00:00Z,22.989583492279053,,
Franklin Avenue,2023-08-10T12:00:00Z,27.16964292526245,,
Franklin Avenue,2023-08-10T13:00:00Z,28.78125,,
Franklin Avenue,2023-08-10T14:00:00Z,30.03125,,
Franklin Avenue,2023-08-10T15:00:00Z,30.76785723368327,,
Franklin Avenue,2023-08-10T17:00:00Z,34.438987731933594,,
Franklin Avenue,2023-08-10T18:00:00Z,34.81398789087931,,
Franklin Avenue,2023-08-10T19:00:00Z,32.52232154210409,,
Franklin Avenue,2023-08-10T20:00:00Z,32.42857138315836,,
Franklin Avenue,2023-08-10T21:00:00Z,31.72321430842082,,
Franklin Avenue,2023-08-10T23:00:00Z,28.98958317438761,,
Franklin Avenue,2023-08-11T00:00:00Z,32.444940408070885,,
Franklin Avenue,2023-08-11T01:00:00Z,39.84077421824137,,
Franklin Avenue,2023-08-11T02:00:00Z,40.498511950174965,,
Franklin Avenue,2023-08-11T03:00:00Z,35.126488049825035,,
Franklin Avenue,2023-08-11T05:00:00Z,30.48809544245402,,
Franklin Avenue,2023-08-11T06:00:00Z,29.626487890879314,,
Franklin Avenue,2023-08-11T07:00:00Z,29.403273741404217,,
Franklin Avenue,2023-08-11T08:00:00Z,29.447916666666668,,
Franklin Avenue,2023-08-11T09:00:00Z,29.683035532633465,,
Franklin Avenue,2023-08-11T10:00:00Z,30.153273741404217,,
Franklin Avenue,2023-08-11T11:00:00Z,28.751488208770752,,
Franklin Avenue,2023-08-11T12:00:00Z,28.803571383158367,,
Franklin Avenue,2023-08-11T13:00:00Z,28.197916507720947,,
Franklin Avenue,2023-08-11T14:00:00Z,27.29017861684164,,
Franklin Avenue,2023-08-11T15:00:00Z,26.70535707473755,,
Franklin Avenue,2023-08-11T16:00:00Z,28.15029764175415,,
Franklin Avenue,2023-08-11T17:00:00Z,27.88244040807088,,
Franklin Avenue,2023-08-11T18:00:00Z,26.29910707473755,,
Franklin Avenue,2023-08-11T19:00:00Z,24.340773900349934,,
Franklin Avenue,2023-08-11T21:00:00Z,21.491071383158367,,
Franklin Avenue,2023-08-11T22:00:00Z,24.276785850524902,,
Franklin Avenue,2023-08-11T23:00:00Z,23.98065487543742,,
Franklin Avenue,2023-08-12T00:00:00Z,28.05208317438761,,
Franklin Avenue,2023-08-12T01:00:00Z,28.38690487543742,,
Franklin Avenue,2023-08-12T02:00:00Z,31.284226258595783,,
Franklin Avenue,2023-08-12T03:00:00Z,29.74255959192912,,
Franklin Avenue,2023-08-12T04:00:00Z,29.80505959192912,,
Franklin Avenue,2023-08-12T05:00:00Z,30.34970251719157,,
Franklin Avenue,2023-08-12T06:00:00Z,21.19940487543742,,
Franklin Avenue,2023-08-12T07:00:00Z,19.15876596624201,,
Franklin Avenue,2023-08-12T08:00:00Z,14.383928616841636,,
Franklin Avenue,2023-08-12T09:00:00Z,13.854166587193808,,
Franklin Avenue,2023-08-12T10:00:00Z,13.410714308420816,,
Franklin Avenue,2023-08-12T12:00:00Z,22.590773900349934,,
Franklin Avenue,2023-08-12T13:00:00Z,26.65625,,
Franklin Avenue,2023-08-12T14:00:00Z,26.45089292526245,,
Franklin Avenue,2023-08-12T15:00:00Z,30.35714308420817,,
Franklin Avenue,2023-08-12T16:00:00Z,29.598214149475098,,
Franklin Avenue,2023-08-12T17:00:00Z,30.79464276631673,,
Franklin Avenue,2023-08-12T18:00:00Z,29.681547959645588,,
Franklin Avenue,2023-08-12T19:00:00Z,25.65029764175415,,
Franklin Avenue,2023-08-12T20:00:00Z,21.864583492279053,,
Franklin Avenue,2023-08-12T21:00:00Z,21.48809512456258,,
Franklin Avenue,2023-08-12T22:00:00Z,22.55654780069987,,
Franklin Avenue,2023-08-12T23:00:00Z,20.79761902491252,,
Franklin Avenue,2023-08-13T01:00:00Z,22.98065487543742,,
Franklin Avenue,2023-08-13T02:00:00Z,24.107142607371014,,
Franklin Avenue,2023-08-13T03:00:00Z,23.095237890879314,,
Franklin Avenue,2023-08-13T04:00:00Z,25.154761632283527,,
Franklin Avenue,2023-08-13T05:00:00Z,21.60267877578736,,
Franklin Avenue,2023-08-13T06:00:00Z,16.438988208770752,,
Franklin Avenue,2023-08-13T07:00:00Z,5.392857154210408,,
Franklin Avenue,2023-08-13T08:00:00Z,5.651785691579183,,
Franklin Avenue,2023-08-13T09:00:00Z,6.924107154210408,,
Franklin Avenue,2023-08-13T10:00:00Z,8.409226099650065,,
Franklin Avenue,2023-08-13T11:00:00Z,11.297619104385376,,
Franklin Avenue,2023-08-13T12:00:00Z,16.747023979822796,,
Franklin Avenue,2023-08-13T13:00:00Z,24.30208333333333,,
Franklin Avenue,2023-08-13T14:00:00Z,21.309523900349934,,
Franklin Avenue,2023-08-13T15:00:00Z,14.375,,
Franklin Avenue,2023-08-13T16:00:00Z,12.12499984105428,,
Franklin Avenue,2023-08-13T17:00:00Z,13.239583253860474,,
Franklin Avenue,2023-08-13T18:00:00Z,10.9494047164917,,
Franklin Avenue,2023-08-13T19:00:00Z,10.16815479596456,,
Franklin Avenue,2023-08-13T20:00:00Z,9.784226179122925,,
Franklin Avenue,2023-08-13T21:00:00Z,11.907738129297892,,
Franklin Avenue,2023-08-13T22:00:00Z,12.76934520403544,,
Franklin Avenue,2023-08-13T23:00:00Z,12.953869104385376,,
Franklin Avenue,2023-08-14T00:00:00Z,15.095238208770752,,
Franklin Avenue,2023-08-14T01:00:00Z,13.165178696314491,,
Franklin Avenue,2023-08-14T02:00:00Z,12.236607233683268,,
Franklin Avenue,2023-08-14T03:00:00Z,11.5431547164917,,
Franklin Avenue,2023-08-14T04:00:00Z,11.14880951245626,,
Franklin Avenue,2023-08-14T05:00:00Z,12.21130951245626,,
Franklin Avenue,2023-08-14T06:00:00Z,12.840773820877075,,
Franklin Avenue,2023-08-14T08:00:00Z,9.873511830965676,,
Franklin Avenue,2023-08-14T11:00:00Z,14.654761870702108,,
Franklin Avenue,2023-08-14T12:00:00Z,17.39434504508972,,
Franklin Avenue,2023-08-14T13:00:00Z,16.558035612106323,,
Franklin Avenue,2023-08-14T14:00:00Z,14.5818452835083,,
Franklin Avenue,2023-08-14T16:00:00Z,11.77380951245626,,
Franklin Avenue,2023-08-14T17:00:00Z,11.305059432983398,,
Franklin Avenue,2023-08-14T18:00:00Z,15.989583333333334,,
Franklin Avenue,2023-08-14T19:00:00Z,17.739583333333332,,
Franklin Avenue,2023-08-14T20:00:00Z,17.87499992052714,,
Franklin Avenue,2023-08-14T21:00:00Z,9.927083293596905,,
Franklin Avenue,2023-08-14T22:00:00Z,7.952380895614624,,
Franklin Avenue,2023-08-14T23:00:00Z,12.116071462631226,,
Franklin Avenue,2023-08-15T00:00:00Z,13.607142766316732,,
Franklin Avenue,2023-08-15T01:00:00Z,14.372023820877075,,
Franklin Avenue,2023-08-15T02:00:00Z,15.166666746139526,,
Franklin Avenue,2023-08-15T03:00:00Z,15.941964308420816,,
Franklin Avenue,2023-08-15T04:00:00Z,18.45089292526245,,
Franklin Avenue,2023-08-15T05:00:00Z,23.70535723368327,,
Franklin Avenue,2023-08-15T06:00:00Z,22.989583651224773,,
Franklin Avenue,2023-08-15T07:00:00Z,20.9077377319336,,
Franklin Avenue,2023-08-15T08:00:00Z,16.346726179122925,,
Franklin Avenue,2023-08-15T09:00:00Z,15.53125007947286,,
Franklin Avenue,2023-08-15T10:00:00Z,16.32440487543742,,
Franklin Avenue,2023-08-15T11:00:00Z,20.47916658719381,,
Franklin Avenue,2023-08-15T12:00:00Z,26.754464149475098,,
Franklin Avenue,2023-08-15T13:00:00Z,21.16071430842082,,
Franklin Avenue,2023-08-15T14:00:00Z,18.71875,,
Franklin Avenue,2023-08-15T15:00:00Z,21.241071542104084,,
Franklin Avenue,2023-08-15T16:00:00Z,17.43005959192912,,
Franklin Avenue,2023-08-15T17:00:00Z,17.403273661931355,,
Franklin Avenue,2023-08-15T18:00:00Z,18.51934536298116,,
Franklin Avenue,2023-08-15T19:00:00Z,19.145833492279053,,
Franklin Avenue,2023-08-15T20:00:00Z,19.92410707473755,,
Franklin Avenue,2023-08-15T21:00:00Z,17.41815487543742,,
Franklin Avenue,2023-08-15T22:00:00Z,14.669642766316732,,
Franklin Avenue,2023-08-15T23:00:00Z,12.822916746139526,,
Franklin Avenue,2023-08-16T00:00:00Z,15.754464467366535,,
Franklin Avenue,2023-08-16T01:00:00Z,17.3630952835083,,
Franklin Avenue,2023-08-16T02:00:00Z,16.339285771052044,,
Franklin Avenue,2023-08-16T03:00:00Z,13.321428537368774,,
Franklin Avenue,2023-08-16T04:00:00Z,14.601190408070885,,
Franklin Avenue,2023-08-16T05:00:00Z,14.065476179122925,,
Franklin Avenue,2023-08-16T06:00:00Z,11.958333333333334,,
Franklin Avenue,2023-08-16T07:00:00Z,10.858630895614624,,
Franklin Avenue,2023-08-16T08:00:00Z,10.46130951245626,,
Franklin Avenue,2023-08-16T09:00:00Z,6.394345243771871,,
Franklin Avenue,2023-08-16T10:00:00Z,7.696428656578064,,
Franklin Avenue,2023-08-16T11:00:00Z,8.991071462631226,,
Franklin Avenue,2023-08-16T12:00:00Z,8.575892885526022,,
Franklin Avenue,2023-08-16T13:00:00Z,11.665178616841636,,
Franklin Avenue,2023-08-16T14:00:00Z,9.282738089561462,,
Franklin Avenue,2023-08-16T15:00:00Z,12.62499992052714,,
Franklin Avenue,2023-08-16T16:00:00Z,16.72321430842082,,
Franklin Avenue,2023-08-16T17:00:00Z,19.063988208770752,,
Franklin Avenue,2023-08-16T18:00:00Z,19.10714276631673,,
Franklin Avenue,2023-08-16T19:00:00Z,15.370535771052042,,
Franklin Avenue,2023-08-16T20:00:00Z,14.872023741404217,,
Franklin Avenue,2023-08-16T21:00:00Z,12.04910715421041,,
Franklin Avenue,2023-08-16T22:00:00Z,9.174107114473978,,
Franklin Avenue,2023-08-16T23:00:00Z,8.032738169034323,,
Franklin Avenue,2023-08-17T00:00:00Z,6.611607193946838,,
Franklin Avenue,2023-08-17T01:00:00Z,5.035714268684387,,
Franklin Avenue,2023-08-17T02:00:00Z,5.988095204035441,,
Franklin Avenue,2023-08-17T03:00:00Z,6.933035691579183,,
Franklin Avenue,2023-08-17T04:00:00Z,7.014880895614624,,
Franklin Avenue,2023-08-17T05:00:00Z,7.6875,,
Franklin Avenue,2023-08-17T06:00:00Z,8.395833412806192,,
Franklin Avenue,2023-08-17T07:00:00Z,10.172618945439655,,
Franklin Avenue,2023-08-17T08:00:00Z,12.258928537368774,,
Franklin Avenue,2023-08-17T09:00:00Z,13.89285715421041,,
Franklin Avenue,2023-08-17T10:00:00Z,14.247023820877075,,
Franklin Avenue,2023-08-17T11:00:00Z,16.91964276631673,,
Franklin Avenue,2023-08-17T12:00:00Z,18.20386902491252,,
Franklin Avenue,2023-08-17T15:00:00Z,12.828868945439655,,
Franklin Avenue,2023-08-17T16:00:00Z,12.55505951245626,,
Franklin Avenue,2023-08-17T17:00:00Z,12.666666984558104,,
Franklin Avenue,2023-08-17T18:00:00Z,12.051948113874955,,
Franklin Avenue,2023-08-17T19:00:00Z,11.346726179122925,,
Franklin Avenue,2023-08-17T20:00:00Z,8.63095227877299,,
Franklin Avenue,2023-08-17T22:00:00Z,9.39880951245626,,
Franklin Avenue,2023-08-17T23:00:00Z,11.825892885526022,,
Franklin Avenue,2023-08-18T00:00:00Z,14.486607313156128,,
Franklin Avenue,2023-08-18T01:00:00Z,14.339285612106323,,
Franklin Avenue,2023-08-18T02:00:00Z,11.982638835906982,,
Franklin Avenue,2023-08-18T03:00:00Z,15.291666428248089,,
Franklin Avenue,2023-08-18T04:00:00Z,11.690476179122925,,
Franklin Avenue,2023-08-18T05:00:00Z,8.833333333333334,,
Franklin Avenue,2023-08-18T06:00:00Z,9.248511870702108,,
Franklin Avenue,2023-08-18T07:00:00Z,11.729166666666666,,
Franklin Avenue,2023-08-18T08:00:00Z,8.630952397982279,,
Franklin Avenue,2023-08-18T09:00:00Z,6.101190467675527,,
Franklin Avenue,2023-08-18T10:00:00Z,9.409226179122925,,
Franklin Avenue,2023-08-18T11:00:00Z,3.824404756228129,,
Franklin Avenue,2023-08-18T12:00:00Z,6.956845323244731,,
Franklin Avenue,2023-08-18T13:00:00Z,7.040674606959025,,
Franklin Avenue,2023-08-18T14:00:00Z,6.065476179122925,,
Franklin Avenue,2023-08-18T15:00:00Z,6.41220239798228,,
Franklin Avenue,2023-08-18T16:00:00Z,8.78125,,
Franklin Avenue,2023-08-18T17:00:00Z,10.614583333333334,,
Franklin Avenue,2023-08-18T18:00:00Z,11.763392766316732,,
Franklin Avenue,2023-08-18T19:00:00Z,11.05505951245626,,
Franklin Avenue,2023-08-18T20:00:00Z,8.904761910438538,,
Franklin Avenue,2023-08-18T21:00:00Z,11.51339284578959,,
Franklin Avenue,2023-08-18T22:00:00Z,13.19345235824585,,
Franklin Avenue,2023-08-18T23:00:00Z,20.7261905670166,,
Franklin Avenue,2023-08-19T00:00:00Z,23.76339276631673,,
Franklin Avenue,2023-08-19T01:00:00Z,25.5386905670166,,
Franklin Avenue,2023-08-19T02:00:00Z,25.592261791229248,,
Franklin Avenue,2023-08-19T03:00:00Z,25.034226417541504,,
Franklin Avenue,2023-08-19T04:00:00Z,24.38095235824585,,
Franklin Avenue,2023-08-19T05:00:00Z,20.72321430842082,,
Franklin Avenue,2023-08-19T06:00:00Z,20.50744040807088,,
Franklin Avenue,2023-08-19T07:00:00Z,19.561011791229248,,
Franklin Avenue,2023-08-19T08:00:00Z,18.53869040807088,,
Franklin Avenue,2023-08-19T09:00:00Z,18.834821383158367,,
Franklin Avenue,2023-08-19T10:00:00Z,17.75000015894572,,
Franklin Avenue,2023-08-19T11:00:00Z,16.63839292526245,,
Franklin Avenue,2023-08-19T12:00:00Z,18.52529788017273,,
Franklin Avenue,2023-08-19T13:00:00Z,17.041666666666668,,
Franklin Avenue,2023-08-19T14:00:00Z,17.909226020177204,,
Franklin Avenue,2023-08-19T15:00:00Z,13.566964308420816,,
Franklin Avenue,2023-08-19T16:00:00Z,20.70684544245402,,
Franklin Avenue,2023-08-19T17:00:00Z,15.413690567016602,,
Franklin Avenue,2023-08-19T18:00:00Z,17.788690725962322,,
Franklin Avenue,2023-08-19T19:00:00Z,24.010416507720947,,
Franklin Avenue,2023-08-19T20:00:00Z,17.46726195017497,,
Franklin Avenue,2023-08-19T21:00:00Z,21.36755959192912,,
Franklin Avenue,2023-08-19T22:00:00Z,19.75000015894572,,
Franklin Avenue,2023-08-19T23:00:00Z,21.041666666666668,,
Franklin Avenue,2023-08-20T00:00:00Z,33.75892877578735,,
Franklin Avenue,2023-08-20T01:00:00Z,25.028273741404217,,
Franklin Avenue,2023-08-20T02:00:00Z,21.089285532633465,,
Franklin Avenue,2023-08-20T04:00:00Z,20.77976195017497,,
Franklin Avenue,2023-08-20T05:00:00Z,20.87500015894572,,
Franklin Avenue,2023-08-20T06:00:00Z,17.65029764175415,,
Franklin Avenue,2023-08-20T07:00:00Z,18.03720251719157,,
Franklin Avenue,2023-08-20T08:00:00Z,19.427083492279053,,
Franklin Avenue,2023-08-20T09:00:00Z,20.11458301544189,,
Franklin Avenue,2023-08-20T10:00:00Z,21.21130959192912,,
Franklin Avenue,2023-08-20T11:00:00Z,21.84970235824585,,
Franklin Avenue,2023-08-20T12:00:00Z,20.2306547164917,,
Franklin Avenue,2023-08-20T13:00:00Z,19.058035850524902,,
Franklin Avenue,2023-08-20T14:00:00Z,16.776785850524902,,
Franklin Avenue,2023-08-20T17:00:00Z,22.7351188659668,,
Franklin Avenue,2023-08-20T18:00:00Z,21.22767877578736,,
Franklin Avenue,2023-08-20T19:00:00Z,23.67410723368327,,
Franklin Avenue,2023-08-20T20:00:00Z,22.465773900349934,,
Franklin Avenue,2023-08-20T21:00:00Z,28.13392861684164,,
Franklin Avenue,2023-08-20T22:00:00Z,28.96130959192912,,
Franklin Avenue,2023-08-21T00:00:00Z,31.382440249125164,,
Franklin Avenue,2023-08-21T01:00:00Z,32.06994024912516,,
Franklin Avenue,2023-08-21T02:00:00Z,30.64880975087484,,
Franklin Avenue,2023-08-21T03:00:00Z,31.0863094329834,,
Franklin Avenue,2023-08-21T04:00:00Z,31.52380959192912,,
Franklin Avenue,2023-08-21T05:00:00Z,31.6636905670166,,
Franklin Avenue,2023-08-21T06:00:00Z,31.190476258595783,,
Franklin Avenue,2023-08-21T07:00:00Z,30.209821542104084,,
Franklin Avenue,2023-08-21T08:00:00Z,30.8318452835083,,
Franklin Avenue,2023-08-21T09:00:00Z,32.20386870702108,,
Franklin Avenue,2023-08-21T10:00:00Z,32.799107233683266,,
Franklin Avenue,2023-08-21T11:00:00Z,33.49404780069987,,
Franklin Avenue,2023-08-21T12:00:00Z,35.284226417541504,,
Franklin Avenue,2023-08-21T13:00:00Z,34.040178298950195,,
Franklin Avenue,2023-08-21T14:00:00Z,31.67857090632121,,
Franklin Avenue,2023-08-21T15:00:00Z,30.973214149475098,,
Franklin Avenue,2023-08-21T16:00:00Z,30.71875015894572,,
Franklin Avenue,2023-08-21T17:00:00Z,26.79613081614177,,
Franklin Avenue,2023-08-21T18:00:00Z,27.747023741404217,,
Franklin Avenue,2023-08-21T19:00:00Z,30.43601195017497,,
Franklin Avenue,2023-08-21T20:00:00Z,32.62499952316284,,
Franklin Avenue,2023-08-21T21:00:00Z,34.44642861684164,,
Franklin Avenue,2023-08-21T22:00:00Z,37.0461311340332,,
Franklin Avenue,2023-08-21T23:00:00Z,37.98511950174967,,
Franklin Avenue,2023-08-22T00:00:00Z,39.42261918385824,,
Franklin Avenue,2023-08-22T01:00:00Z,41.840773582458496,,
Franklin Avenue,2023-08-22T02:00:00Z,42.31547673543295,,
Franklin Avenue,2023-08-22T03:00:00Z,40.572916984558105,,
Franklin Avenue,2023-08-22T04:00:00Z,38.4300594329834,,
Franklin Avenue,2023-08-22T05:00:00Z,33.9880952835083,,
Franklin Avenue,2023-08-22T06:00:00Z,27.06249984105428,,
Franklin Avenue,2023-08-22T07:00:00Z,22.52380975087484,,
Franklin Avenue,2023-08-22T08:00:00Z,19.965773741404217,,
Franklin Avenue,2023-08-22T09:00:00Z,17.82589308420817,,
Franklin Avenue,2023-08-22T10:00:00Z,15.604166746139526,,
Franklin Avenue,2023-08-22T11:00:00Z,16.21875,,
Franklin Avenue,2023-08-22T12:00:00Z,13.86755951245626,,
Franklin Avenue,2023-08-22T13:00:00Z,14.114583333333334,,
Franklin Avenue,2023-08-22T14:00:00Z,14.9181547164917,,
Franklin Avenue,2023-08-22T15:00:00Z,15.391369104385376,,
Franklin Avenue,2023-08-22T16:00:00Z,16.041666587193806,,
Franklin Avenue,2023-08-22T17:00:00Z,16.809523741404217,,
Franklin Avenue,2023-08-22T18:00:00Z,16.36160723368327,,
Franklin Avenue,2023-08-22T19:00:00Z,15.422619104385376,,
Franklin Avenue,2023-08-22T20:00:00Z,14.611607074737549,,
Franklin Avenue,2023-08-22T21:00:00Z,13.534226099650065,,
Franklin Avenue,2023-08-22T22:00:00Z,12.578869024912516,,
Franklin Avenue,2023-08-22T23:00:00Z,12.919642766316732,,
Franklin Avenue,2023-08-23T00:00:00Z,11.071428616841636,,
Franklin Avenue,2023-08-23T02:00:00Z,12.142360925674438,,
Franklin Avenue,2023-08-23T03:00:00Z,11.171130895614624,,
Franklin Avenue,2023-08-23T04:00:00Z,11.735119104385376,,
Franklin Avenue,2023-08-23T05:00:00Z,11.84970243771871,,
Franklin Avenue,2023-08-23T06:00:00Z,9.49404764175415,,
Franklin Avenue,2023-08-23T07:00:00Z,6.977678577105205,,
Franklin Avenue,2023-08-23T08:00:00Z,5.770833333333333,,
Franklin Avenue,2023-08-23T09:00:00Z,4.877976218859355,,
Franklin Avenue,2023-08-23T10:00:00Z,5.488095243771871,,
Franklin Avenue,2023-08-23T11:00:00Z,5.595238169034322,,
Franklin Avenue,2023-08-23T12:00:00Z,5.046130935351054,,
Franklin Avenue,2023-08-23T13:00:00Z,5.678571462631226,,
Franklin Avenue,2023-08-23T15:00:00Z,5.419642885526021,,
Franklin Avenue,2023-08-23T16:00:00Z,4.764880935351054,,
Franklin Avenue,2023-08-23T17:00:00Z,5.346726139386495,,
Franklin Avenue,2023-08-23T19:00:00Z,9.22619048754374,,
Franklin Avenue,2023-08-23T20:00:00Z,9.703869024912516,,
Franklin Avenue,2023-08-23T21:00:00Z,8.96875,,
Franklin Avenue,2023-08-23T22:00:00Z,8.485119144121805,,
Franklin Avenue,2023-08-23T23:00:00Z,8.34970235824585,,
Franklin Avenue,2023-08-24T00:00:00Z,8.522321502367655,,
Franklin Avenue,2023-08-24T01:00:00Z,7.809523820877075,,
Franklin Avenue,2023-08-24T02:00:00Z,7.221726179122925,,
Franklin Avenue,2023-08-24T03:00:00Z,7.452380935351054,,
Franklin Avenue,2023-08-24T05:00:00Z,6.739583373069763,,
Franklin Avenue,2023-08-24T06:00:00Z,7.177083333333333,,
Franklin Avenue,2023-08-24T07:00:00Z,6.654761950174968,,
Franklin Avenue,2023-08-24T08:00:00Z,6.973214308420817,,
Franklin Avenue,2023-08-24T09:00:00Z,6.427083253860474,,
Franklin Avenue,2023-08-24T10:00:00Z,7.129464348157247,,
Franklin Avenue,2023-08-24T11:00:00Z,8.65029764175415,,
Franklin Avenue,2023-08-24T12:00:00Z,8.941964348157247,,
Franklin Avenue,2023-08-24T13:00:00Z,6.511904756228129,,
Franklin Avenue,2023-08-24T15:00:00Z,6.31845235824585,,
Franklin Avenue,2023-08-24T16:00:00Z,6.616071422894795,,
Franklin Avenue,2023-08-24T17:00:00Z,8.141369104385376,,
Franklin Avenue,2023-08-24T18:00:00Z,8.683035691579184,,
Franklin Avenue,2023-08-24T19:00:00Z,11.040178537368774,,
Franklin Avenue,2023-08-24T20:00:00Z,14.602678616841636,,
Franklin Avenue,2023-08-24T21:00:00Z,18.153273900349934,,
Franklin Avenue,2023-08-24T22:00:00Z,11.622023701667786,,
Franklin Avenue,2023-08-24T23:00:00Z,6.715773820877075,,
Franklin Avenue,2023-08-25T00:00:00Z,9.438988010088602,,
Franklin Avenue,2023-08-25T01:00:00Z,7.660714268684387,,
Franklin Avenue,2023-08-25T03:00:00Z,6.133928577105205,,
Franklin Avenue,2023-08-25T04:00:00Z,5.782738049825032,,
Franklin Avenue,2023-08-25T05:00:00Z,4.444940447807312,,
Franklin Avenue,2023-08-25T06:00:00Z,4.257440487543742,,
Franklin Avenue,2023-08-25T07:00:00Z,4.069940487543742,,
Franklin Avenue,2023-08-25T08:00:00Z,4.720238089561462,,
Franklin Avenue,2023-08-25T09:00:00Z,4.212797621885936,,
Franklin Avenue,2023-08-25T10:00:00Z,6.058035731315613,,
Franklin Avenue,2023-08-25T11:00:00Z,7.75000003973643,,
Franklin Avenue,2023-08-25T12:00:00Z,8.953869024912516,,
Franklin Avenue,2023-08-25T13:00:00Z,9.165178616841636,,
Franklin Avenue,2023-08-25T14:00:00Z,9.248511870702108,,
Franklin Avenue,2023-08-25T15:00:00Z,12.535714387893677,,
Franklin Avenue,2023-08-25T16:00:00Z,14.691964228947958,,
Franklin Avenue,2023-08-25T17:00:00Z,13.98065479596456,,
Franklin Avenue,2023-08-25T18:00:00Z,10.883928616841636,,
Franklin Avenue,2023-08-25T19:00:00Z,13.686011870702108,,
Franklin Avenue,2023-08-25T20:00:00Z,18.07440479596456,,
Franklin Avenue,2023-08-25T22:00:00Z,15.514881054560345,,
Franklin Avenue,2023-08-25T23:00:00Z,13.18005951245626,,
Franklin Avenue,2023-08-26T00:00:00Z,18.58333309491476,,
Franklin Avenue,2023-08-26T02:00:00Z,22.7693452835083,,
Franklin Avenue,2023-08-26T03:00:00Z,23.1130952835083,,
Franklin Avenue,2023-08-26T04:00:00Z,21.61904748280843,,
Franklin Avenue,2023-08-26T05:00:00Z,19.793155034383137,,
Franklin Avenue,2023-08-26T06:00:00Z,22.066964149475098,,
Franklin Avenue,2023-08-26T07:00:00Z,23.84375,,
Franklin Avenue,2023-08-26T08:00:00Z,23.666666666666668,,
Franklin Avenue,2023-08-26T09:00:00Z,23.858630975087483,,
Franklin Avenue,2023-08-26T10:00:00Z,22.80505959192912,,
Franklin Avenue,2023-08-26T11:00:00Z,31.20089292526245,,
Franklin Avenue,2023-08-26T13:00:00Z,27.06994040807088,,
Franklin Avenue,2023-08-26T14:00:00Z,17.88988121350606,,
Franklin Avenue,2023-08-26T15:00:00Z,17.09375007947286,,
Franklin Avenue,2023-08-26T16:00:00Z,18.20386902491252,,
Franklin Avenue,2023-08-26T18:00:00Z,14.305059591929115,,
Franklin Avenue,2023-08-26T19:00:00Z,11.94345235824585,,
Franklin Avenue,2023-08-26T20:00:00Z,12.946428616841636,,
Franklin Avenue,2023-08-26T21:00:00Z,11.742559591929115,,
Franklin Avenue,2023-08-26T22:00:00Z,14.831845124562582,,
Franklin Avenue,2023-08-26T23:00:00Z,14.747023820877075,,
Franklin Avenue,2023-08-27T00:00:00Z,14.895833412806192,,
Franklin Avenue,2023-08-27T01:00:00Z,16.247023661931355,,
Franklin Avenue,2023-08-27T02:00:00Z,20.11458333333333,,
Franklin Avenue,2023-08-27T03:00:00Z,16.901785850524902,,
Franklin Avenue,2023-08-27T04:00:00Z,16.845237811406452,,
Franklin Avenue,2023-08-27T05:00:00Z,13.55654756228129,,
Franklin Avenue,2023-08-27T06:00:00Z,10.997023820877075,,
Franklin Avenue,2023-08-27T07:00:00Z,9.876488129297892,,
Franklin Avenue,2023-08-27T08:00:00Z,10.33779764175415,,
